Produk,Kecamatan,Q2018,Q2019,Q2020,Q2021,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06,2018_07,2018_08,2018_09,2018_10,2018_11,2018_12,2019_01,2019_02,2019_03,2019_04,2019_05,2019_06,2019_07,2019_08,2019_09,2019_10,2019_11,2019_12,2020_01,2020_02,2020_03,2020_04,2020_05,2020_06,2020_07,2020_08,2020_09,2020_10,2020_11,2020_12,2021_01,2021_02,2021_03,2021_04,2021_05,2021_06,2021_07,2021_08,2021_09,2021_10,2021_11,2021_12
ZA,Air Saleh, 7, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Suak Tapeh, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Rambutan, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Pulau Rimau, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Selat Penuguan, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Muara Sugihan, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Muara Padang, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Banyuasin I, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Tanjung Lago, 8, 12, 105, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Banyuasin II, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Karang Agung Ilir, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Tungkal Ilir, 0, 16, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,S Marga Telang, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ZA,Air Kumbang, 25, 34, 0, 10, 0, 20, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0
ORGANIK,Rantau Bayur, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Banyuasin III, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Makarti Jaya, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Talang Kelapa, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Betung, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Sembawa, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Muara Telang, 10, 32, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 20, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Air Saleh, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Suak Tapeh, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Rambutan, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Pulau Rimau, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Selat Penuguan, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Muara Sugihan, 30, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Muara Padang, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Banyuasin I, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Tanjung Lago, 32, 16, 0, 40, 0, 0, 0, 0, 24, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Banyuasin II, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Karang Agung Ilir, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Tungkal Ilir, 24, 18, 32, 136, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 10, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,S Marga Telang, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ORGANIK,Air Kumbang, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NPK,Rantau Bayur, 24, 64, 80, 148, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 0, 8, 24, 0, 8, 16, 0, 0, 0, 0, 0, 0, 16, 8, 32, 0, 8, 16, 0, 0, 0, 0, 0, 8, 16, 64, 0, 8, 42, 0, 10, 0, 0, 0
NPK,Banyuasin III, 3, 0, 75, 48, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 24, 0, 0, 27, 0, 8, 0, 0, 16, 0, 0, 0, 8, 0, 8, 0, 8, 0
NPK,Makarti Jaya, 769, 226, 464, 405, 0, 40, 28, 30, 10, 0, 0, 0, 0, 265, 150, 247, 10, 16, 0, 40, 10, 0, 0, 0, 0, 50, 100, 0, 260, 90, 0, 0, 0, 0, 0, 0, 50, 45, 0, 19, 0, 40, 10, 0, 40, 0, 15, 0, 0, 0, 100, 200 
NPK,Talang Kelapa, 112, 42, 62, 70, 24, 0, 10, 0, 0, 0, 0, 8, 29, 9, 8, 0, 0, 0, 0, 0, 0, 32, 8, 0, 2, 0, 0, 0, 0, 0, 20, 0, 6, 0, 0, 24, 0, 0, 0, 11, 0, 0, 3, 22, 7, 0, 0, 17, 0, 7, 0, 13 
NPK,Betung, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
NPK,Sembawa, 173, 104, 120, 90, 0, 8, 40, 8, 8, 29, 16, 16, 8, 32, 0, 8, 0, 8, 8, 8, 0, 8, 8, 8, 8, 16, 32, 0, 0, 16, 8, 8, 0, 8, 48, 8, 4, 20, 0, 0, 0, 0, 16, 0, 3, 5, 8, 16, 16, 16, 0, 10 
NPK,Muara Telang, 3602, 3420, 3047, 3656, 0, 494, 356, 510, 20, 158, 0, 0, 422, 585, 693, 364, 180, 356, 680, 320, 60, 140, 0, 120, 380, 260, 836, 88, 156, 190, 690, 841, 178, 130, 210, 87, 495, 20, 0, 49, 0, 0, 200, 867, 752, 502, 372, 122, 3, 204, 170, 464 
NPK,Air Saleh, 2081, 2100, 1816, 2428, 0, 60, 220, 10, 90, 0, 50, 70, 330, 720, 250, 280, 20, 80, 480, 160, 120, 10, 40, 0, 260, 330, 600, 0, 70, 300, 210, 270, 98, 127, 150, 100, 206, 80, 0, 205, 0, 65, 268, 595, 364, 429, 0, 0, 0, 174, 291, 244 
NPK,Suak Tapeh, 172, 72, 58, 24, 32, 0, 0, 8, 0, 0, 0, 36, 8, 8, 32, 48, 0, 0, 0, 0, 0, 24, 0, 40, 0, 0, 8, 0, 0, 16, 8, 8, 0, 0, 0, 0, 0, 8, 10, 8, 0, 0, 0, 0, 7, 0, 1, 0, 0, 8, 0, 8 
NPK,Rambutan, 314, 267, 408, 310, 0, 0, 24, 18, 48, 64, 56, 16, 8, 0, 40, 40, 32, 0, 16, 0, 40, 65, 98, 16, 0, 0, 0, 0, 24, 32, 8, 52, 66, 59, 72, 28, 19, 8, 28, 12, 0, 0, 0, 0, 106, 52, 0, 0, 0, 0, 91, 61 
NPK,Pulau Rimau, 1343, 399, 764, 583, 104, 46, 162, 160, 34, 87, 121, 39, 17, 140, 315, 118, 78, 36, 74, 32, 20, 0, 0, 0, 35, 108, 16, 0, 148, 152, 72, 62, 8, 17, 77, 41, 125, 32, 28, 2, 0, 24, 0, 13, 53, 91, 75, 28, 83, 45, 122, 50 
NPK,Selat Penuguan, 0, 630, 1100, 1334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 0, 40, 36, 90, 74, 258, 102, 0, 254, 134, 70, 90, 70, 70, 100, 90, 80, 100, 42, 0, 112, 212, 105, 103, 64, 144, 0, 19, 150, 161, 146, 120 
NPK,Muara Sugihan, 4122, 3560, 3992, 3207, 90, 110, 160, 220, 430, 240, 452, 210, 200, 900, 670, 440, 0, 100, 550, 450, 450, 310, 520, 340, 180, 200, 460, 0, 360, 700, 130, 1180, 420, 420, 0, 0, 580, 134, 0, 68, 0, 0, 0, 166, 787, 1258, 76, 6, 120, 348, 173, 274 
NPK,Muara Padang, 963, 654, 678, 901, 0, 85, 0, 50, 28, 40, 8, 0, 155, 268, 275, 53, 0, 0, 70, 80, 0, 20, 0, 0, 50, 330, 80, 24, 40, 60, 136, 73, 20, 41, 0, 50, 158, 39, 40, 21, 0, 0, 50, 120, 110, 60, 60, 0, 110, 160, 65, 166 
NPK,Banyuasin I, 206, 148, 215, 265, 0, 10, 10, 28, 20, 28, 25, 5, 20, 25, 27, 8, 8, 0, 0, 10, 20, 40, 30, 10, 10, 10, 10, 0, 0, 40, 10, 10, 10, 70, 10, 10, 10, 20, 10, 15, 0, 0, 10, 20, 10, 66, 20, 9, 31, 20, 20, 59 
NPK,Tanjung Lago, 2468, 1704, 1831, 3103, 114, 58, 121, 402, 282, 219, 76, 73, 88, 326, 277, 431, 8, 17, 136, 178, 356, 277, 244, 26, 56, 293, 114, 0, 49, 193, 113, 365, 259, 102, 312, 64, 196, 130, 0, 48, 0, 80, 473, 512, 264, 484, 136, 199, 570, 35, 142, 210 
NPK,Banyuasin II, 1038, 276, 486, 570, 60, 90, 60, 40, 40, 10, 30, 30, 30, 140, 338, 170, 40, 20, 30, 10, 30, 20, 46, 20, 10, 30, 20, 0, 70, 110, 50, 66, 30, 60, 30, 20, 30, 15, 0, 5, 0, 20, 40, 75, 66, 49, 12, 0, 30, 50, 128, 100 
NPK,Karang Agung Ilir, 0, 170, 840, 745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 30, 0, 0, 40, 10, 10, 0, 0, 0, 140, 150, 50, 70, 147, 89, 0, 50, 50, 70, 0, 24, 0, 0, 74, 120, 228, 183, 0, 0, 0, 31, 30, 80 
NPK,Tungkal Ilir, 690, 554, 900, 1051, 26, 74, 61, 85, 45, 18, 62, 18, 69, 74, 108, 50, 122, 32, 64, 65, 0, 56, 8, 9, 32, 126, 40, 0, 212, 136, 40, 27, 0, 40, 78, 80, 184, 61, 30, 12, 0, 0, 129, 121, 53, 139, 91, 194, 94, 129, 20, 80 
NPK,S Marga Telang, 706, 456, 936, 700, 0, 70, 128, 0, 76, 8, 26, 8, 0, 68, 132, 190, 0, 0, 0, 73, 15, 89, 92, 8, 76, 30, 62, 12, 130, 260, 110, 107, 72, 46, 18, 26, 36, 0, 0, 132, 25, 80, 67, 27, 0, 131, 0, 10, 30, 58, 105, 167 
NPK,Air Kumbang, 654, 496, 426, 455, 50, 60, 69, 10, 30, 0, 100, 20, 50, 40, 155, 70, 30, 10, 30, 200, 30, 0, 74, 20, 50, 30, 20, 0, 20, 130, 100, 5, 0, 20, 70, 10, 40, 0, 15, 16, 0, 0, 65, 110, 18, 45, 120, 0, 10, 33, 30, 24 